Name,Width,Height,Depth,Painter,Country,Price,Category
Rooted Like Trees - Marks And Pools,40,30,1.5,Melissa McGill,United States,"$2,040",Paintings
"At Rest, Moored Boats, End of Summer",40,30,1.5,Christina Dowdy,United States,"$2,885",Paintings
Black Balloons,11.8,8.3,0.8,Georgia Noble,United Kingdom,$590,Paintings
Lifting Me Up,31,31,2,Todd Clark,Canada,"$2,110",Paintings
"Run, Series 32 #45",20,16,1.5,Heather Goodwind,United States,"$1,180",Paintings
"Hover, Series 30 #19",16,20,1.5,Heather Goodwind,United States,"$1,180",Paintings
Abstract Pink -gray,27.6,43.3,1.2,Hai Linh Le,Vietnam,"$3,225",Paintings
bluefire,5.5,7.5,0,Nicole Melnicky,United States,$160,Paintings
European Abstract ( # 534 ),24,20,0,Harry Moody,United States,"$1,350",Paintings
EARLY AFTERNOON,36,36,0,Goran Petmil,United States,"$2,170",Paintings
Maiden,11,14,0,B A H M A N,,$950,Paintings
Wind,141.7,76.4,0,Kaoru Shibuta,Japan,"$18,500",Paintings
Purple Surprise,9,12,0.7,Alissa Kim Tjen,Canada,$200,Paintings
"""Budding""",16,20,0,Emiliya Lane,United States,"$1,300",Paintings
peach of love,31.1,47.2,0,yossi kotler,Israel,"$4,740",Paintings
""" Time """,47.2,39.4,0.8,Christa Hartmann,Germany,"$2,870",Paintings
Summer Spiel X,20,16,0.5,Eliane Saheurs,Canada,$550,Paintings
Nude No. 56,11,15,0.1,Elizabeth Becker,United States,$395,Paintings
FRÉQUENCE GRIS 6,31.5,39.4,1.6,Ilgvars Zalans,Latvia,"$2,575",Paintings
"""Double Brain Disaster #01"" - original artwork on 300gsm Italian paper",30,22,0.1,Taylor Smith,United States,"$1,295",Paintings
"""Dark forests""",24,24,1,Ieva Baklane,Canada,"$2,410",Paintings
On her knees,51.2,66.9,0.8,Joshua Evans-Hooper,United Kingdom,"$2,440",Paintings
Hoodie Man and the Post-It,40,30,1.5,Brendan Kramp,United States,"$6,900",Paintings
"""White on Black""",43.3,47.2,1.2,Maxim Fomenko,Germany,"$6,950",Paintings
Games people play II,16.1,22.4,0.8,Roxana Daniela Ajder,Romania,"$1,660",Paintings
Somehow,51.2,23.6,1,Gisela Gaffoglio,Argentina,"$2,110",Paintings
Now it's yours!,23.4,19.5,0.6,Bert Heersema,Netherlands,"$1,190",Paintings
Soaring,48,60,1.5,Peggy Lee,United States,"$7,900",Paintings
Marilyn Monroe Disaster #02 Original Painting on 300gsm heavy Italian paper,30,22,0.1,Taylor Smith,United States,"$1,200",Paintings
Boundless happiness,34.3,58.5,0.1,Rodrigue Semabia,United States,"$1,257",Paintings
Blooming garden 2 (Flow Spectra),28,27,1,Nestor Toro,United States,"$1,140",Paintings
'Where Are You?',15.7,15.7,0.2,Meirav Sher,Israel,"$1,700",Paintings
OXYTOCIN,39.4,63,4.7,Sandra Carvajal - Starling,Germany,"$4,250",Paintings
Queen Corgi,16.5,22.8,0,Andy Shaw,United Kingdom,$390,Paintings
Summer Harmony,24,18,1.5,Gill Bustamante,United Kingdom,"$1,380",Paintings
Sea[e]scape 24,16,12,2,Alejandro Gutierrez Perez,United States,$800,Paintings
Template White Neon Orange,47.2,31.5,1.6,Colin McCallum,United Kingdom,"$4,850",Paintings
Blue Street,48,60,1.3,Nancy Bossert,United States,"$5,600",Paintings
Abstract Black Slash Primary Triptych,16,20,1.5,Nicolette Capuano,United States,"$1,399",Paintings
PRIVATE CONVERSATIONS,39.4,39.4,0.8,jean-humbert savoldelli,France,"$3,010",Paintings
Pieces above,19.7,39.4,0.8,Marina Aleksandrova,Bulgaria,$640,Paintings
#786 Something in the Air Tonight,36,36,1.5,Heather Blanton,United States,"$3,960",Paintings
Sunrise,27.6,27.6,0.6,Eleonora Gudenko,Italy,"$1,560",Paintings
Copper Bi on indigo canvas,11.8,11.8,0.8,Caroline Banks,United Kingdom,$710,Paintings
Green Landscape,22,30,1.5,melissa anderson,United States,"$1,350",Paintings
Plant Study No. 88,9,12,0.1,Elizabeth Becker,United States,$135,Paintings
geometric / Serie luz inocua 1 2020,39.4,39.4,0.2,Adriana Ablin Abstract Painter,Argentina,"$2,210",Paintings
Autumn colours,9.5,7,0.1,Lajos Timar,Hungary,$150,Paintings
Abstract No. 168,68.9,68.9,0.8,Claus Dalton Rosenkilde,Denmark,"$8,210",Paintings
silence,27.6,39.4,0.8,Filip Pavlik,Czech Republic,"$1,490",Paintings
Walking Up There,30,22,0.1,Carol McDermott,United Kingdom,$820,Paintings
Out of Darkness,30,36,1.5,Elizabeth Elkin,Canada,"$2,810",Paintings
The Chandelier of happiness,48,60,1.5,Rodrigue Semabia,United States,"$4,850",Paintings
Colorful Abstract 2,16,20,1.8,Joe Dolack,United States,$465,Paintings
Heavy Rain,30,22,0.1,Yeachin Tsai,United States,$600,Paintings
Watching II,59,59,1.5,Heike Allerton-Davies,South Africa,"$4,340",Paintings
Change of season,23.6,31.5,0.8,Cesare Reggiani,Italy,"$2,510",Paintings
Back of Society,18.5,18.5,0.5,Kevin Callaghan,Ireland,"$1,530",Paintings
The Valid Section of the Line,8,10,0.6,Gavin Zeigler,United States,$545,Paintings
Nude No. 5,24,18,0.1,Elizabeth Becker,United States,$565,Paintings
Meditations #8,39.4,39.4,0.8,Shalev Mann,Israel,"$16,200",Paintings
Peonia de buen rollo,16.1,13,1.4,Valeria Pesce,Spain,$750,Paintings
The Fogg from cycle Behind the Curtain,23.6,11.8,1.2,Dariusz Kaca,Poland,"$1,910",Paintings
I Go Where You Go,30,40,1.5,Young Shin,United States,"$3,110",Paintings
Whispers,19.7,27.6,1.6,Alyssa Dabbs,United Kingdom,"$2,300",Paintings
Waterlily 137,36,48,0.1,jingshen you,China,"$1,360",Paintings
Extreme Loafing & Idling #44,24,24,1.5,Relja Penezic,United States,"$3,710",Paintings
Guns,21.7,15.7,1.6,Ad van Riel,Netherlands,"$1,560",Paintings
big white,39.4,55.1,0.8,Daniel Wimmer,Austria,"$3,270",Paintings
image-face(model),20.8,28.6,1.5,GyoBeom An,South Korea,"$1,660",Paintings
Goldfish pond,30,30,0.5,Kristine Gaier,United States,$780,Paintings
Diary bloom,68,24,1.2,Anh Tuan Le,Vietnam,"$1,860",Paintings
image-face(model),23.6,28.7,1.2,GyoBeom An,South Korea,"$1,660",Paintings
Tehos - Double THought V-003,19.7,25.6,0.1,Tehos Frederic CAMILLERI,France,$710,Paintings
La luz,39.4,39.4,1.2,Pilar Lopez Baez,Spain,"$2,290",Paintings
WSK-F-224,8.7,11.6,1.2,Markus Krug,Germany,$850,Paintings
It is my story,59.1,51.2,1.2,Veronika Opavska,Czech Republic,"$1,870",Paintings
of marks and textures,16.5,22,0,Iris Lehnhardt,Germany,$380,Paintings
Stage III,48,48,1.5,Oscar Molina Gallery,United States,"$6,100",Paintings
'The Descent_I',44.1,63.9,1.2,Kim Byungkwan,South Korea,"$8,710",Paintings
You Deserve A Great Love Story,30,30,1.5,GINA COCHRAN,United States,"$2,000",Paintings
Urban Views: Gardening,39.4,39.4,0.8,Daniela Schweinsberg,Germany,"$2,940",Paintings
Ox Cart,31.5,35.4,1,Jessica Slater,United Kingdom,"$3,500",Paintings
Fireball,72,92,2,Seb Sweatman,United States,"$15,750",Paintings
25.10.2018,19.7,19.7,0.8,Stephane Villafane,Spain,"$2,600",Paintings
Pretending #18,20,16,1.5,Rodrigue Semabia,United States,$815,Paintings
CLOSE (LIMITED EDITION RED),23.5,33,0.1,Michelle Yap,Malaysia,"$5,450",Paintings
They look alike,19.5,27.5,0.8,Christel Haag,Germany,"$1,040",Paintings
Tranquility,9.4,11.8,0.6,MARIA BACHA,Greece,$381,Paintings
Olive dance #14,47.2,31.5,0.6,Shalev Mann,Israel,"$7,700",Paintings
Template Chromatic,51.2,38.2,1.6,Colin McCallum,United Kingdom,"$6,250",Paintings
Krink Kaws Kate - Krink on Paper,39.4,59.1,0,Pure Evil,United Kingdom,"$1,740",Paintings
HOLD ON,33,23.5,0.1,Michelle Yap,Malaysia,"$4,750",Paintings
Cross Currents,30,30,3,Ken Resen,United States,"$2,710",Paintings
Pretty.,27.6,39.4,0.8,Eduard Zentsik,Estonia,"$4,270",Paintings
mujer que camina,43.3,31.5,1,Federico Butler,Uruguay,$540,Paintings
Momentum,24,20,2,Denise Dalzell,United States,"$1,000",Paintings
cat stretching,35.4,35.4,0.8,susan mata,Spain,$540,Paintings
"At The Races, After Degas",40.9,29.1,0,Michelle Key,Spain,"$5,000",Paintings
FRIDA POP - Original Painting on Wood (Unique),19.7,32.3,0,Richard Brandão,Brazil,"$3,770",Paintings
Dimension 33,24,24,1.5,Hilary Winfield,United States,$695,Paintings
"""The Last Meeting""",19.7,27.6,0.8,Susan Stewart,United States,"$1,330",Paintings
Konrad's universe series,22,26,0,Konrad Biro,Hungary,$710,Paintings
On the Way to the Carpathians,31.5,23.6,0.8,Shandor Alexander,Poland,"$1,900",Paintings
25.01.2018,31.5,23.6,2,Stephane Villafane,Spain,"$3,600",Paintings
Unsaved Memory,23.6,23.6,0.8,Andrei Varga,Ireland,"$4,270",Paintings
Drummerboy,47.2,55.1,1.2,Romy van Rijckevorsel,Netherlands,"$4,100",Paintings
Portrait of a dancer,10.6,16.5,0.1,Beatriz Mendonça de Castilho,Brazil,$350,Paintings
Dream of Plenty.,23.6,29.5,0.8,Megha Hendrick,Portugal,"$1,020",Paintings
Pine Claw,52,64,1.5,Matthew Dibble,United States,"$6,800",Paintings
Bullfight II,48,48,0.8,Fred Smilde,United States,"$3,663",Paintings
River,58,27,2,Saya Behnam,United States,"$4,850",Paintings
Overcoming 5 - 3198,51.2,35.4,1.2,Tay Dall,South Africa,"$4,071",Paintings
Nine Big Boys,36,36,1.5,Brian Nash,United States,"$2,370",Paintings
Thriving Species,16,20,2,Craig Odle,,$245,Paintings
"""Newline Diptych #1""",28,18,1,robert petrick,United States,$880,Paintings
A KISS IN THE SUMMER RAIN,39.4,31.5,1.8,Luca Brandi,Italy,"$6,350",Paintings
""" Abrasax #365 """,30,24,2,Samuel Hallaj,United States,"$4,950",Paintings
29th Correlation,30,30,1.5,Hyeran Lee,Canada,"$2,610",Paintings
Morning in Cambridge,39.4,39.4,0.8,Teimuraz Gagnidze,Georgia,"$16,500",Paintings
"""Matrix in Creation No 9""",39.4,65,1.8,Claudia Fauth,Germany,"$3,850",Paintings
EMERGING FOREST,30,30,2,Ank Draijer,Costa Rica,"$1,500",Paintings
Phenomenon 11,24,18,0.1,HyunRyoung Kim,Canada,"$1,430",Paintings
circle 39,8,8,0.1,SANTHOSH C H,India,$350,Paintings
Color,39.4,55.1,0.8,Rita Khachaturian,Georgia,"$11,000",Paintings
Lightsome,47.2,31.5,1.6,Wout Vromans,Belgium,"$1,710",Paintings
The message II,23.5,16.5,0.1,Ivilina Kouneva,United Kingdom,$860,Paintings
Play & Diversity 4,27.6,27.6,0.8,Lucie Jirku,Czech Republic,"$1,220",Paintings
Hard Edge,60,72,1.5,Ian McLean,Canada,"$6,950",Paintings
Island,26,29,2,Beata Chrzanowska,United States,"$1,570",Paintings
There will Come Soft Rains,33.5,23.6,1.2,Baldvin Ringsted,United Kingdom,"$2,740",Paintings
Female Flow,29.5,35.4,1.2,Bodil Hedlund,Sweden,"$1,910",Paintings
Badende/bathers,13.8,19.3,0.8,Uwe Wenzel,Germany,$860,Paintings
Dog Monsoon,77,51,2,Galen Cheney,United States,"$10,400",Paintings
Does It Matter Now?,29,39,2,Eddie Love,United States,"$12,250",Paintings
Lady Stretch,60,66,2,Matthew Dibble,United States,"$6,800",Paintings
wet stains,17.7,21.7,0.8,Daniel Maczynski,Poland,"$3,270",Paintings
Surround,45,50.3,1.3,Larry Graeber,United States,"$5,850",Paintings
Balcony Talk,39.4,47.2,1.2,franz PETTO,Austria,"$2,500",Paintings
A Look Beyond the Surface. Hazy Morning,39.4,27.6,0.7,Ursula Radel-Leszczynski,Austria,"$1,460",Paintings
Detox,29.5,39.4,0.8,Octave Pixel,France,"$1,120",Paintings
Campo Zamorano,23.6,27.6,2,Maite Rodriguez,Spain,"$2,020",Paintings
Dawn,25.6,21.7,1.6,Meirav Sher,Israel,"$2,150",Paintings
WANDERLUST,42.5,14.8,2,Ken McClymont,United Kingdom,"$1,440",Paintings
Eternity,55.1,39.4,0.8,Blue Moon - Heike Schmidt,Germany,"$2,670",Paintings
EFP,70,70,1,Marc Beaudette,Wallis and Futuna,"$2,670",Paintings
Jeune Femme Rom,19.7,23.6,0.8,Félix Hemme,France,"$1,030",Paintings
no one on the corner,19.7,26,1.2,TAE WOOK LEE,South Korea,"$1,910",Paintings
Still Life with Butterflies,36,36,1.5,Vadim Puyandaev,United States,"$6,880",Paintings
Instant VI,55.1,70.9,1.6,Gabriel Glaiman,Argentina,"$6,550",Paintings
PECE034,60.2,60.2,1.6,Andrea de Ranieri,Italy,"$4,950",Paintings
flow3,28.7,35.8,0.8,jieun Choi,Germany,"$2,210",Paintings
Car Beard,21.1,24.8,1.6,Carface カーフェイス,,$500,Paintings
Gothic,9.1,11.8,0,Fabienne Jenny Jacquet,United Kingdom,"$1,380",Paintings
"Meneer Van Gogh, 1889",30,30,1.5,Angie Jones,United States,"$1,800",Paintings
739,10.2,7.9,0.6,Niki Hare,United Kingdom,$660,Paintings
woman with umbrella,35.4,25.6,0.8,jana jevsejeva,Latvia,"$1,800",Paintings
Passing Through,19.7,24.8,1.4,garth bowden,France,"$1,060",Paintings
Reeds 18 August 12:13,51.2,28.7,0.8,Robert Motelski,Poland,"$3,570",Paintings
The Shaman Never Sleeps [Limited Edition 1 of 1],60,60,0.1,Hugo Valentine,United Kingdom,"$4,850",Paintings
Charm Pop,39,39,1.4,Ron Cavedaschi,United Kingdom,"$4,010",Paintings
Happy Pills ,24,30,2,Mark Hobley,United States,"$3,410",Paintings
Sprats in a Dimpled Beer Glass,9.4,11.8,0.8,Andy Swani,United Kingdom,"$1,430",Paintings
Egg 01,48,60,2,Oneyung Kim,United States,"$8,000",Paintings
Etherial creature III,10.2,11,0.8,Maria Letsiou,Greece,$580,Paintings
Mulberry tree,39.4,27.6,0,Joost Van Loon,Netherlands,$859,Paintings
Nothing Shines,34,38,1.5,Marta Utsler,United Kingdom,"$2,669",Paintings
Expanding Universe,24,24,1,James Massena March,United States,"$2,170",Paintings
White Room,23.6,19.7,0.8,Brigitte Yoshiko Pruchnow,Germany,"$1,460",Paintings
Confidence Man,36,48,1.5,Al Acar,United States,"$10,600",Paintings
The Attraction,60,48,2,Dianna Cates Dunn,United States,"$5,150",Paintings
Sentence No. 8,72,48,3,Bill Van Werden,United States,"$1,510",Paintings
Towards the new year,43.3,31.5,0.2,Min Zou,China,"$1,810",Paintings
Lonadona Circus,39.4,39.4,2,Anze GaLLuS Petelin,Slovenia,"$11,815",Paintings
Neighbor Living Room Focusing On Couch and Coffee Table,17,14,0.1,Jonathan David Lange,United States,$240,Paintings
Do not be afraid,39.4,33.5,1.2,KAROLINA ŚWIDECKA,Poland,"$3,070",Paintings
Ananta,53.9,44.1,1.6,Leon Lester,Australia,"$3,350",Paintings
Ocean Lama,42,42,2,Matthew Dibble,United States,"$4,550",Paintings
List of my killers 1,43.3,31.5,2,Leo Katunaric KADELE,Croatia,"$6,750",Paintings
Sahara,39.4,19.7,0.8,David Snider,Germany,"$2,847",Paintings
Rabland,25.6,19.7,0,Olga Gál,,$510,Paintings
Der verwöhnte Müssiggänger im Garten des Wissens,11.8,15.7,1,Oliver Orthuber,Germany,$320,Paintings
Thomazeau entree,19.7,27.6,0.8,Karina Knight,France,"$1,060",Paintings
Act of Pardon,9.8,9.8,2,Bridget Fahy,,$940,Paintings
The Forbidden Fruit,47.2,47.2,0.8,June Katz,Israel,"$11,000",Paintings
Aeromotor Grey,10,15,0.1,Paul Peterson,United States,$715,Paintings
Żywiec Lake 3,15.7,11.8,0.8,Marta Zamarska,Poland,$860,Paintings
Aqua Garden No.082022 (Bach's Piano Partita),11,14,0.6,Odilia Fu,United States,$455,Paintings
Yellow Square,36,38,1.2,Seb Sweatman,United States,"$3,410",Paintings
Calm Under the Waves,30,30,2,Douglas Deveny,United States,"$2,000",Paintings
Gumball Machines,31.5,25.6,2,Emma Loizides,United Kingdom,"$3,300",Paintings
Fragments No. 01,14,20.1,0,Ewa Matyja,Poland,$380,Paintings
Wet 13,7.1,9.4,0.4,Grażyna Smalej,Poland,$430,Paintings
Break the ice in your heart,39.4,39.4,0.8,Ivana Olbricht,Slovakia,"$2,710",Paintings
Deep Breath,12,16,0.1,Elyce Abrams,United States,$600,Paintings
"Neutral Mirroring! diptych (2 pieces, each 110x140cm)",86.6,55.1,0.8,Astrid Stoeppel,Germany,"$6,800",Paintings
Square Vase,20,16,1,Victor Tkachenko,Canada,"$1,060",Paintings
Sardine Fascinator Pigeon,12,12,1,JJ Galloway,United States,$500,Paintings
Nature 170,19.7,39.4,1.6,muriel napoli,France,"$2,810",Paintings
PORTRAIT,70.9,55.1,1.2,Aleksandr Ilichev,Turkey,"$8,710",Paintings
Your Love Makes My Heart Happy,31.5,15.7,1.6,Yvonne Coomber,United Kingdom,"$2,950",Paintings
Aurora Borealis,36,48,0.5,Dariusz Labuzek,United States,"$4,210",Paintings
Summer Oranges,20,16,0.7,Yeachin Tsai,United States,"$1,200",Paintings
Indian Summer,25.5,31.5,2,Laurie MacMillan,United States,"$2,095",Paintings
"Animals, birds & other beauties",9.8,19.7,1.2,Karenina Fabrizzi,Spain,$430,Paintings
Pebble pattern collection,12,12,0.7,Jamie Gray,United States,$425,Paintings
Otherworldly,48,48,1.5,Novi Lim,United States,"$4,550",Paintings
Peace of Mind,20,24,0.8,Oluwadamilare Madoti,Nigeria,"$2,210",Paintings
ICON II,59.1,31.5,0.1,Cristian Armenta,Mexico,"$2,210",Paintings
"""SUPPORT""",48,60,0.5,GUSTAVO CASTILLO,United States,"$10,600",Paintings
Andreas,15.7,19.7,0.7,Emanuele Druid Napolitano,Italy,$710,Paintings
See the Roses and not it’s Thorns,72,35.4,0,Rashna Hackett,United Kingdom,"$1,580",Paintings
The Hardest Cut,16,20,0.7,K Foote,United States,"$1,200",Paintings
Of A Feather Together,24,24,1.5,Rapheal Crump,United States,"$2,270",Paintings
"Pacifique, California",16.1,10.6,0.8,Delphine Rocher,France,$560,Paintings
Madonna of the Smart Phone,13.4,17.3,0.8,Paul MacCormaic,Ireland,"$1,560",Paintings
Owl,25.7,25.7,1,Tomoya Nakano,Japan,"$1,123",Paintings
Spring,8,11,0.1,Izabella Hornung,United Kingdom,$160,Paintings
Hands Some,59.1,59.1,0.8,Artur Soletskyi,Ukraine,"$1,060",Paintings
Paper Stripes #2,20.5,20.5,0.6,Elena R,Italy,$510,Paintings
The Purple Couch,24,30,2,Leilani Leilani,United States,$950,Paintings
turn,19.7,23.6,0.8,Johanna Bath,Germany,"$1,460",Paintings
Enter Centre,11.8,15.7,0.8,Owen Normand,United Kingdom,"$1,780",Paintings
"God, etc., no.8",36,44,1.5,Hue Thi Hoffmaster,United States,"$4,750",Paintings
Series 20 #43,18,24,0.1,Heather Goodwind,United States,$920,Paintings
"Saltings, view from the glider plane",35.4,35.4,0.8,Nelly van Nieuwenhuijzen,Netherlands,"$1,610",Paintings
The lonely cow,39.4,35.4,0.8,Stella Burggraaf,Netherlands,"$2,210",Paintings
Urban Glitches- Symmetry 01,39.4,35.4,0.8,Vladimir Hristov,Netherlands,"$4,400",Paintings
Abstract | Horizon,23.6,23.6,0.8,Doncho Zahariev,Bulgaria,"$1,957",Paintings
Imagine No.1 XXL,74.8,59.1,1.6,Beate Garding Schubert,Germany,"$5,150",Paintings
Still life with flowers,59.1,47.2,1.2,Lilia Orlova-Holmes,United Kingdom,"$10,950",Paintings
Cathedral Voices,16,20,0.2,Newel Hunter,United States,"$1,700",Paintings
Live in Peace,26,33.9,1.6,Dawn Beckles,United Kingdom,"$2,135",Paintings
Golden Oak,24,30,1.5,Lauren Forcella,United States,"$2,995",Paintings
Bombe Alaska - Abstract painting on paper,21,29,0.1,Chantal Proulx,Canada,$415,Paintings
Learning to fly.,39.4,39.4,0.8,Oliver Perry,United Kingdom,"$8,600",Paintings
"Black Mountain, North Carolina IV [Abstract N°2753]",13,16.1,0,Koen Lybaert,Belgium,$575,Paintings
Pura Vida,45.7,35,0.8,Mercedes Lagunas,Spain,"$2,300",Paintings
Leaves of Truth,39.4,39.4,0.8,Dominic-Petru Virtosu,France,"$2,860",Paintings
Resolution n.6,23.6,35.4,0.7,Stefano Sampietro,Italy,$640,Paintings
The Small Investment,24,18.1,0.8,Alan Fears,United Kingdom,"$4,650",Paintings
Relaxation / 80 x 70 cm,27.6,31.5,0,Alexandra Djokic,Serbia,$677,Paintings
Hedy Lamarr 1944,48,30,2,Daniel Ringelberg,United States,"$2,360",Paintings
MY PROUN XXI,39.4,47.2,0.8,Nikolai Taidakov,Germany,"$1,140",Paintings
Elemental Force XXL 3,78.8,39.4,1.5,Peter Nottrott,Germany,"$4,440",Paintings
Melting Dawn,30.3,30.3,1.6,Peggy Cozzi,United Kingdom,"$2,440",Paintings
The Leaves are Falling,72,39.4,0,Rashna Hackett,United Kingdom,"$2,140",Paintings
Antique women,31.5,47.2,0.8,Vorona Ecaterina,Moldova,"$2,970",Paintings
I Never Saw Before,36,48,2,Molly Mansfield,United States,"$3,810",Paintings
Central Park in winter,11.8,9.8,0.6,Philippe Batini,France,$430,Paintings
PORTRAIT,35.4,39.4,1.2,Aleksandr Ilichev,Turkey,"$3,975",Paintings
Green mountain,39.4,59.1,1.2,Lilia Orlova-Holmes,United Kingdom,"$6,450",Paintings
London Pigeon,17,13,1,Marianne Hendriks,Netherlands,"$1,500",Paintings
The seventh moon 2,22,29.9,0,Luca Brandi,Italy,"$1,760",Paintings
First Time,29.5,35.4,1.2,Laslo Sergiu,Romania,"$1,760",Paintings
Jaune et Violet,36,36,1.5,Hadley Rampton,United States,"$3,810",Paintings
Emotional landscape #02 (Verso),39.4,39.4,1.2,Tim Fawcett,United Kingdom,"$3,080",Paintings
Summer,39.4,39.4,0.8,Joanna Pilarczyk,United Kingdom,"$3,500",Paintings
Portrait: Francisco Goya,42.5,37.4,1.2,Paolo Damiani,Italy,"$2,670",Paintings
It Had to be Done,17,22,0.1,Kelly Puissegur,United States,$880,Paintings
Migration | Betelgeuse,39.4,47.2,1.1,Yuliya Martynova,United Kingdom,"$5,000",Paintings
Original handmade wall art The water lily pond -1 painting,31.5,23.6,0.8,Nelya Mihneva,Turkey,$915,Paintings
INTO THE WOODS,39.4,39.4,2,Emilia Chubb,United Kingdom,"$1,540",Paintings
Influencer,37,41.7,2.4,Buhle Nkalashe,South Africa,"$2,290",Paintings
Enjoy Every Day XL 2,61,41.3,1.5,Peter Nottrott,Germany,"$2,760",Paintings
Moss,8.3,11.7,0.1,Jack Dunnett,United Kingdom,"$1,530",Paintings
4832 la guarida de Anne Bonny  seascape,15.7,11.8,0,Andres Vivo,Uruguay,$540,Paintings
An unscheduled visit to the East Coast,49.2,29.4,0,Igor Shulman,Czech Republic,"$5,050",Paintings
Soft Nature Adventure L 1,61,33.5,0,Peter Nottrott,Germany,"$2,260",Paintings
Watch My Garden Grow,8.9,11.4,0,Nina Lance,United States,$290,Paintings
Earth Wave (Diptych),44,30,0.1,Yeachin Tsai,United States,"$1,200",Paintings
mirror series UNTITLED Portrait,13.2,18.9,0.1,Tomoya Nakano,Japan,"$1,300",Paintings
"Imaginary Landscape, Series 31 #25",10,8,0.8,Heather Goodwind,United States,$545,Paintings
Exploration,36,36,1.5,Sharon Pierce McCullough,United States,"$2,810",Paintings
boats | winged,15.7,39.4,0.8,Nadia Lysakowska,Italy,$990,Paintings
I am natural 1,28,36,1,Theophilus Tetteh,Ghana,"$1,910",Paintings
Relicta,39.4,31.5,1.2,Raúl Lara,Spain,"$2,399",Paintings
Assemblage,36,36,1.5,Paul Stuart,Canada,"$1,130",Paintings
#PAPER 22.03.2021,25.6,19.7,0,Stephane Villafane,Spain,"$1,500",Paintings
#PLEIN AIR / 09.03.2021_II,11.8,9.4,0.8,Stephane Villafane,Spain,$800,Paintings
Spring is coming,63,47.2,0.8,Marta Zawadzka,Poland,"$4,300",Paintings
LOVE & HATE,51.3,63.9,1.2,Daesun Choi,South Korea,"$9,010",Paintings
Sweet Surrender,36,24,1.5,Newel Hunter,United States,"$3,410",Paintings
